,Cidade,Estado,Forma,Data,Hora,Dias_da_Semana,Dia,Mês
385,Huntsville,AL,Light,7/4/98,23:00,Sábado,4,7
386,Huntsville,AL,Light,7/3/98,21:30,Sexta-feira,3,7
387,Mobile,AL,Light,8/28/98,05:45,Sexta-feira,28,8
388,Silverhill,AL,Disk,8/18/98,21:15,Terça-feira,18,8
389,Tuskegee National Forest @ HWY 85,AL,Disk,8/13/98,01:00,Quinta-feira,13,8
390,"Pell City (33.56' 52""N - 86.15' 00"" W)",AL,Sphere,10/25/98,,Domingo,25,10
391,Huntsville,AL,Triangle,10/20/98,22:00,Terça-feira,20,10
392,Adamsville,AL,Circle,10/15/98,22:30,Quinta-feira,15,10
393,Enterprise,AL,Triangle,10/15/98,21:00,Quinta-feira,15,10
394,Gulf Shores,AL,Flash,11/25/98,21:24,Quarta-feira,25,11
395,Decatur,AL,Changing,12/17/98,07:10,Quinta-feira,17,12
396,Arab,AL,Sphere,12/15/98,09:25,Terça-feira,15,12
397,Mobile,AL,Light,1/27/99,18:04,Quarta-feira,27,1
398,Alabaster,AL,Fireball,1/25/99,17:40,Segunda-feira,25,1
399,Montgomery,AL,Sphere,1/15/99,13:00,Sexta-feira,15,1
400,Cheaha Mountain,AL,Triangle,1/1/99,21:00,Sexta-feira,1,1
401,Huntsville,AL,Light,2/10/99,20:15,Quarta-feira,10,2
402,Atmore,AL,Light,3/15/99,20:40,Segunda-feira,15,3
403,Arab,AL,Light,3/7/99,22:00,Domingo,7,3
404,Fyffe,AL,Rectangle,4/15/99,19:00,Quinta-feira,15,4
405,Huntsville,AL,Cigar,4/5/99,15:00,Segunda-feira,5,4
406,Tarrant (Robinwood),AL,Triangle,5/11/99,23:40,Terça-feira,11,5
407,Tarrant (Robinwood),AL,Triangle,5/8/99,23:40,Sábado,8,5
408,Huntsville,AL,Oval,6/25/99,22:23,Sexta-feira,25,6
409,Jasper,AL,Circle,6/15/99,23:30,Terça-feira,15,6
410,Huntsville,AL,Flash,6/5/99,23:45,Sábado,5,6
411,Leeds (outside Birmingham),AL,Sphere,7/26/99,21:00,Segunda-feira,26,7
412,Birmingham,AL,Sphere,7/16/99,00:00,Sexta-feira,16,7
413,Northport,AL,Light,7/4/99,21:30,Domingo,4,7
414,Troy,AL,Cigar,7/2/99,11:30,Sexta-feira,2,7
415,Birmingham,AL,Flash,7/1/99,19:00,Quinta-feira,1,7
416,Tuscaloosa,AL,Circle,10/29/99,17:45,Sexta-feira,29,10
417,Montgomery,AL,Light,10/11/99,00:15,Segunda-feira,11,10
418,Leighton (La Grange Mountain),AL,Triangle,11/3/99,21:00,Quarta-feira,3,11
419,Boaz,AL,Cigar,12/31/99,01:00,Sexta-feira,31,12
420,Toney,AL,Fireball,12/5/99,04:30,Domingo,5,12
421,Sterrett (15 miles south of Birmingham),AL,Disk,12/5/99,04:25,Domingo,5,12
422,Birmingham,AL,Sphere,12/5/99,04:20,Domingo,5,12
423,Weogufka,AL,Fireball,12/5/99,04:20,Domingo,5,12
424,Colombiana,AL,Rectangle,12/5/99,04:20,Domingo,5,12
425,Montgomery,AL,Triangle,1/7/00,23:00,Sexta-feira,7,1
426,Huntsville,AL,Disk,2/24/00,01:15,Quinta-feira,24,2
427,Lynn,AL,Triangle,2/1/00,02:30,Terça-feira,1,2
428,Fort. Deposit,AL,Triangle,3/28/00,21:15,Terça-feira,28,3
429,Tuscaloosa,AL,Formation,3/22/00,21:40,Quarta-feira,22,3
430,Mobile,AL,Triangle,3/11/00,12:30,Sábado,11,3
431,Birmingham,AL,Changing,4/22/00,22:00,Sábado,22,4
432,Fort Morgan,AL,Oval,5/30/00,21:00,Terça-feira,30,5
433,Huntsville,AL,Circle,7/18/00,11:35,Terça-feira,18,7
434,Cullman,AL,Light,9/18/00,19:00,Segunda-feira,18,9
435,Ozark,AL,Light,9/15/00,21:00,Sexta-feira,15,9
436,Sipsey,AL,Disk,10/31/00,20:00,Terça-feira,31,10
437,Alabama,AL,Sphere,10/15/00,03:00,Domingo,15,10
438,Daphne,AL,Circle,10/5/00,21:05,Quinta-feira,5,10
439,Warrior,AL,Light,11/21/00,05:07,Terça-feira,21,11
440,Enterprise,AL,Oval,12/18/00,18:45,Segunda-feira,18,12
441,Irvington,AL,Light,2/18/01,18:25,Domingo,18,2
442,Madison,AL,Circle,3/1/01,23:00,Quinta-feira,1,3
443,Madison,AL,Flash,4/26/01,20:50,Quinta-feira,26,4
444,Fyffe,AL,Oval,5/29/01,21:30,Terça-feira,29,5
445,Hoover,AL,Triangle,5/18/01,21:20,Sexta-feira,18,5
446,Bear Creek,AL,Fireball,5/10/01,00:00,Quinta-feira,10,5
447,Helena,AL,Fireball,6/23/01,20:47,Sábado,23,6
448,Wetumpka,AL,Light,8/1/01,21:10,Quarta-feira,1,8
449,Guntersville,AL,Light,9/5/01,20:45,Quarta-feira,5,9
450,Skipperville,AL,Formation,10/27/01,23:59,Sábado,27,10
451,Fort Payne,AL,Circle,10/18/01,17:51,Quinta-feira,18,10
452,Helena,AL,Circle,12/12/01,21:45,Quarta-feira,12,12
453,Mobile,AL,Triangle,2/19/02,17:00,Terça-feira,19,2
454,Stockton,AL,Triangle,4/25/02,22:15,Quinta-feira,25,4
455,Birmingham,AL,Disk,4/3/02,21:36,Quarta-feira,3,4
456,Union Grove,AL,Circle,5/6/02,20:40,Segunda-feira,6,5
457,Elberta,AL,Light,6/6/02,21:34,Quinta-feira,6,6
458,Bessemer,AL,Disk,7/19/02,21:00,Sexta-feira,19,7
459,Hoover,AL,Light,7/18/02,21:30,Quinta-feira,18,7
460,Mobile,AL,Changing,7/17/02,02:33,Quarta-feira,17,7
461,Jacksonville,AL,Circle,7/17/02,02:30,Quarta-feira,17,7
462,Sylacauga,AL,Circle,7/8/02,21:00,Segunda-feira,8,7
463,Hazel Green,AL,Triangle,8/2/02,22:15,Sexta-feira,2,8
464,Madison,AL,Light,11/26/02,22:10,Terça-feira,26,11
465,Mobile,AL,Chevron,11/8/02,20:10,Sexta-feira,8,11
466,Enterprise,AL,Chevron,11/7/02,18:30,Quinta-feira,7,11
467,Maylene,AL,Light,12/15/02,00:00,Domingo,15,12
468,Irvington,AL,Light,12/14/02,15:45,Sábado,14,12
469,Huntsville,AL,Disk,1/21/03,03:00,Terça-feira,21,1
470,Moundville,AL,Changing,1/18/03,02:30,Sábado,18,1
471,Boaz,AL,Circle,1/16/03,00:30,Quinta-feira,16,1
472,Cullman,AL,Diamond,1/10/03,22:00,Sexta-feira,10,1
473,Birmingham,AL,Cylinder,6/30/03,14:00,Segunda-feira,30,6
474,Alabama (rural),AL,Sphere,6/15/03,04:30,Domingo,15,6
475,Birmingham,AL,Disk,6/13/03,00:18,Sexta-feira,13,6
476,Huntsville,AL,Disk,6/4/03,22:53,Quarta-feira,4,6
477,Jasper,AL,Oval,6/1/03,23:15,Domingo,1,6
478,Cullman,AL,Oval,6/1/03,22:30,Domingo,1,6
479,Cullman,AL,Oval,6/1/03,22:30,Domingo,1,6
480,Cullman,AL,Oval,6/1/03,22:30,Domingo,1,6
481,Ardmore,AL,Oval,6/1/03,22:00,Domingo,1,6
482,Birmingham,AL,Rectangle,7/30/03,19:00,Quarta-feira,30,7
483,Crossville,AL,Triangle,7/16/03,16:00,Quarta-feira,16,7
484,Jasper,AL,Fireball,7/7/03,17:30,Segunda-feira,7,7
485,Athens,AL,Cylinder,7/5/03,19:40,Sábado,5,7
486,Dothan,AL,Light,9/25/03,20:30,Quinta-feira,25,9
487,Elba,AL,Light,9/16/03,20:15,Terça-feira,16,9
488,Mobile,AL,Triangle,10/24/03,23:45,Sexta-feira,24,10
489,Opp,AL,Triangle,10/17/03,20:45,Sexta-feira,17,10
490,Opp,AL,Sphere,10/17/03,00:30,Sexta-feira,17,10
491,Opp,AL,Formation,10/16/03,02:00,Quinta-feira,16,10
492,Banks (outside of),AL,Disk,10/8/03,18:00,Quarta-feira,8,10
493,Mobile,AL,Chevron,10/2/03,19:30,Quinta-feira,2,10
494,Florence,AL,Triangle,11/22/03,09:20,Sábado,22,11
495,Birmingham,AL,Light,11/19/03,22:30,Quarta-feira,19,11
496,Enterprise,AL,Light,11/16/03,23:32,Domingo,16,11
497,Athens,AL,Triangle,11/15/03,22:00,Sábado,15,11
498,Oxford,AL,Cylinder,11/7/03,16:00,Sexta-feira,7,11
499,Holly Pond,AL,Oval,11/3/03,15:20,Segunda-feira,3,11
500,Mobile,AL,Triangle,11/3/03,11:45,Segunda-feira,3,11
501,Morris,AL,Diamond,11/3/03,00:00,Segunda-feira,3,11
502,Wind Creek State Park,AL,Light,11/1/03,20:11,Sábado,1,11
503,Hayneville,AL,Light,12/23/03,05:11,Terça-feira,23,12
504,Rock Creek,AL,Diamond,1/10/04,19:30,Sábado,10,1
505,Hartselle,AL,Fireball,2/22/04,21:05,Domingo,22,2
506,Silverhill (SE of),AL,Light,2/20/04,02:00,Sexta-feira,20,2
507,Birmingham,AL,Chevron,2/1/04,02:00,Domingo,1,2
508,Foley,AL,Sphere,3/6/04,15:30,Sábado,6,3
509,Gadsden,AL,Cigar,4/30/04,21:00,Sexta-feira,30,4
510,Orange Beach,AL,Sphere,4/16/04,12:00,Sexta-feira,16,4
511,Leeds,AL,Light,4/5/04,23:30,Segunda-feira,5,4
512,Hanceville,AL,Oval,5/23/04,23:00,Domingo,23,5
513,Helena,AL,Chevron,5/3/04,21:26,Segunda-feira,3,5
514,Birmingham,AL,Circle,6/8/04,00:40,Terça-feira,8,6
515,Huntsville,AL,Triangle,7/25/04,14:50,Domingo,25,7
516,Piedmont,AL,Circle,7/10/04,20:00,Sábado,10,7
517,Orange Beach,AL,Circle,8/19/04,22:15,Quinta-feira,19,8
518,Gulf Shores,AL,Triangle,8/16/04,19:00,Segunda-feira,16,8
519,Hoover/Bluff Park,AL,Triangle,8/10/04,21:23,Terça-feira,10,8
520,Huntsville,AL,Light,8/6/04,22:15,Sexta-feira,6,8
521,Attalla/Gadsden,AL,Triangle,9/12/04,21:00,Domingo,12,9
522,Montgomery,AL,Light,10/4/04,05:30,Segunda-feira,4,10
523,Orange Beach,AL,Light,10/2/04,19:30,Sábado,2,10
524,Clanton,AL,Light,11/27/04,19:35,Sábado,27,11
525,Dothan,AL,Light,11/12/04,20:00,Sexta-feira,12,11
526,Gaylesville,AL,Rectangle,12/16/04,22:40,Quinta-feira,16,12
527,Birmingham,AL,Triangle,1/15/05,23:50,Sábado,15,1
528,Cullman,AL,Triangle,1/5/05,14:15,Quarta-feira,5,1
529,Hoover (Bluff Park),AL,Triangle,2/23/05,19:30,Quarta-feira,23,2
530,Cullman,AL,Fireball,2/18/05,16:30,Sexta-feira,18,2
531,Hanceville,AL,Triangle,3/15/05,20:00,Terça-feira,15,3
532,Guntersville,AL,Disk,3/14/05,13:00,Segunda-feira,14,3
533,Headland,AL,Light,3/11/05,20:00,Sexta-feira,11,3
534,Montgomery,AL,Changing,4/19/05,01:00,Terça-feira,19,4
535,Montgomery,AL,Triangle,5/25/05,02:45,Quarta-feira,25,5
536,Orange Beach,AL,Light,5/23/05,12:00,Segunda-feira,23,5
537,Dadeville,AL,Circle,5/21/05,13:00,Sábado,21,5
538,Gulf Shores,AL,Light,6/20/05,21:50,Segunda-feira,20,6
539,Huntsville,AL,Circle,6/19/05,18:10,Domingo,19,6
540,Huntsville,AL,Triangle,6/14/05,04:00,Terça-feira,14,6
541,Huntsville,AL,Oval,7/25/05,03:45,Segunda-feira,25,7
542,Tuscaloosa,AL,Circle,7/8/05,22:45,Sexta-feira,8,7
543,Mobile,AL,Flash,8/30/05,00:00,Terça-feira,30,8
544,Hueytown,AL,Sphere,8/19/05,21:00,Sexta-feira,19,8
545,Fort Payne,AL,Triangle,8/17/05,12:00,Quarta-feira,17,8
546,Mount Olive,AL,Disk,8/15/05,21:45,Segunda-feira,15,8
547,Hazel Green,AL,Light,8/10/05,22:10,Quarta-feira,10,8
548,Heflin,AL,Sphere,10/21/05,20:00,Sexta-feira,21,10
549,Millbrook,AL,Changing,10/13/05,20:00,Quinta-feira,13,10
550,Mobile,AL,Light,10/11/05,19:45,Terça-feira,11,10
551,Huntsville,AL,Circle,10/4/05,19:00,Terça-feira,4,10
552,Auburn,AL,Oval,10/4/05,19:00,Terça-feira,4,10
553,Heflin,AL,Circle,10/2/05,00:30,Domingo,2,10
554,Grove Hill,AL,Triangle,11/29/05,07:44,Terça-feira,29,11
555,Guaymas Sonora (Mexico),AL,Fireball,11/28/05,09:10,Segunda-feira,28,11
556,Gurley,AL,Circle,11/19/05,18:30,Sábado,19,11
557,Enterprise,AL,Light,11/8/05,05:11,Terça-feira,8,11
558,Melbourne (Australia),AL,Disk,12/30/05,13:25,Sexta-feira,30,12
559,Foely,AL,Oval,12/19/05,11:00,Segunda-feira,19,12
560,Montgomery,AL,Rectangle,12/2/05,00:00,Sexta-feira,2,12
561,Heflin,AL,Triangle,1/28/06,18:15,Sábado,28,1
562,Aliceville/Carrolton/Livingston,AL,Sphere,1/3/06,18:50,Terça-feira,3,1
563,Cusseta,AL,Light,2/10/06,20:00,Sexta-feira,10,2
564,Wagarville,AL,Fireball,2/1/06,22:00,Quarta-feira,1,2
565,Moulton,AL,Light,5/23/06,22:30,Terça-feira,23,5
566,Montgomery,AL,Disk,7/19/06,03:30,Quarta-feira,19,7
567,Florence,AL,Light,7/5/06,21:30,Quarta-feira,5,7
568,Madison,AL,Formation,8/27/06,21:00,Domingo,27,8
569,Toney,AL,Triangle,8/22/06,20:00,Terça-feira,22,8
570,Huntsville,AL,Oval,8/13/06,21:00,Domingo,13,8
571,Boaz,AL,Oval,8/8/06,08:30,Terça-feira,8,8
572,Hoover,AL,Fireball,9/1/06,17:00,Sexta-feira,1,9
573,Birmingham,AL,Sphere,10/20/06,11:30,Sexta-feira,20,10
574,Birmingham,AL,Light,11/28/06,17:30,Terça-feira,28,11
575,Birmingham,AL,Fireball,11/28/06,17:30,Terça-feira,28,11
576,Bremen,AL,Fireball,11/28/06,17:30,Terça-feira,28,11
577,Birmingham,AL,Circle,11/28/06,17:30,Terça-feira,28,11
578,Birmingham,AL,Sphere,11/28/06,17:30,Terça-feira,28,11
579,Huntsville,AL,Light,11/28/06,17:30,Terça-feira,28,11
580,Pinson,AL,Fireball,11/28/06,17:25,Terça-feira,28,11
581,Birmingham,AL,Circle,11/28/06,17:25,Terça-feira,28,11
582,Birmingham,AL,Light,11/28/06,05:30,Terça-feira,28,11
583,Huntsville,AL,Fireball,11/27/06,22:06,Segunda-feira,27,11
584,Athens,AL,Triangle,11/22/06,21:00,Quarta-feira,22,11
585,Birmingham,AL,Fireball,11/15/06,01:00,Quarta-feira,15,11
586,Opp,AL,Circle,12/17/06,19:58,Domingo,17,12
587,Satsuma,AL,Oval,12/2/06,12:15,Sábado,2,12
588,Hoover,AL,Triangle,1/23/07,21:00,Terça-feira,23,1
589,Woodville,AL,Light,1/16/07,18:00,Terça-feira,16,1
590,Huntsville,AL,Light,1/5/07,20:59,Sexta-feira,5,1
591,Birmingham,AL,Disk,1/1/07,23:30,Segunda-feira,1,1
592,Madison,AL,Triangle,2/28/07,20:00,Quarta-feira,28,2
593,Athens,AL,Triangle,2/28/07,18:00,Quarta-feira,28,2
594,Auburn,AL,Light,2/25/07,21:30,Domingo,25,2
595,Australia,AL,Light,4/28/07,19:30,Sábado,28,4
596,Madison,AL,Light,4/27/07,22:00,Sexta-feira,27,4
597,Elmore,AL,Triangle,4/23/07,08:00,Segunda-feira,23,4
598,Madison,AL,Light,4/12/07,21:00,Quinta-feira,12,4
599,Jacksonville,AL,Diamond,4/6/07,20:45,Sexta-feira,6,4
600,Huntsville,AL,Triangle,4/5/07,19:00,Quinta-feira,5,4
601,Anniston,AL,Light,5/10/07,21:00,Quinta-feira,10,5
602,Orange Beach,AL,Circle,6/30/07,22:00,Sábado,30,6
603,Gulf Shores,AL,Light,6/26/07,21:00,Terça-feira,26,6
604,Prattville,AL,Triangle,6/25/07,02:20,Segunda-feira,25,6
605,Grand Bay,AL,Fireball,6/23/07,21:10,Sábado,23,6
606,Mobile,AL,Fireball,6/21/07,23:15,Quinta-feira,21,6
607,Gulf Shores,AL,Changing,6/6/07,22:00,Quarta-feira,6,6
608,Fort Morgan,AL,Light,6/6/07,22:00,Quarta-feira,6,6
609,Valley,AL,Sphere,6/4/07,21:35,Segunda-feira,4,6
610,Orange Beach,AL,Light,6/3/07,21:00,Domingo,3,6
611,Millbrook,AL,Oval,7/27/07,06:00,Sexta-feira,27,7
612,Fort Morgan,AL,Light,7/25/07,21:00,Quarta-feira,25,7
613,Birmingham,AL,Chevron,7/22/07,06:30,Domingo,22,7
614,Huntsville,AL,Disk,7/4/07,03:00,Quarta-feira,4,7
615,Southside,AL,Triangle,7/3/07,21:30,Terça-feira,3,7
616,Birmingham,AL,Disk,8/19/07,20:30,Domingo,19,8
617,Montgomery,AL,Circle,8/8/07,23:00,Quarta-feira,8,8
618,Gadsden,AL,Changing,9/30/07,04:15,Domingo,30,9
619,Jackson,AL,Triangle,9/14/07,23:23,Sexta-feira,14,9
620,Robertsdale,AL,Cylinder,9/10/07,02:00,Segunda-feira,10,9
621,Daphne,AL,Disk,10/21/07,03:00,Domingo,21,10
622,Gulf Shores,AL,Disk,10/11/07,20:30,Quinta-feira,11,10
623,Huntsville,AL,Light,11/19/07,04:00,Segunda-feira,19,11
624,Mobile,AL,Fireball,11/8/07,23:15,Quinta-feira,8,11
625,Birmingham,AL,Cylinder,12/12/07,21:00,Quarta-feira,12,12
626,Madison,AL,Circle,12/11/07,21:00,Terça-feira,11,12
627,Madison,AL,Disk,12/11/07,21:00,Terça-feira,11,12
628,Dothan,AL,Light,12/10/07,18:10,Segunda-feira,10,12
629,Dora,AL,Changing,12/10/07,18:03,Segunda-feira,10,12
630,Shelby,AL,Circle,12/10/07,17:30,Segunda-feira,10,12
631,Livingston,AL,Cigar,1/28/08,15:30,Segunda-feira,28,1
632,Valley,AL,Fireball,1/24/08,19:00,Quinta-feira,24,1
633,Haleyville,AL,Triangle,1/20/08,22:09,Domingo,20,1
634,Flat Rock,AL,Diamond,1/3/08,20:30,Quinta-feira,3,1
635,Dutton,AL,Changing,2/23/08,21:00,Sábado,23,2
636,Lanett,AL,Circle,3/22/08,21:00,Sábado,22,3
637,Borden Springs,AL,Cigar,3/21/08,05:45,Sexta-feira,21,3
638,Birmingham,AL,Triangle,3/16/08,23:16,Domingo,16,3
639,Madison,AL,Sphere,4/25/08,16:40,Sexta-feira,25,4
640,Addison,AL,Disk,4/23/08,01:30,Quarta-feira,23,4
641,Dothan,AL,Diamond,4/20/08,18:45,Domingo,20,4
642,Gulf Shores,AL,Circle,4/20/08,04:00,Domingo,20,4
643,Bessemer (near),AL,Light,4/11/08,22:30,Sexta-feira,11,4
644,Birmingham,AL,Cigar,4/3/08,07:15,Quinta-feira,3,4
645,Athens,AL,Light,5/23/08,02:15,Sexta-feira,23,5
646,Scottsboro,AL,Oval,5/10/08,22:00,Sábado,10,5
647,Gardendale,AL,Disk,6/27/08,08:00,Sexta-feira,27,6
648,Adamsville,AL,Sphere,6/9/08,20:36,Segunda-feira,9,6
649,Scottsboro,AL,Sphere,7/15/08,21:00,Terça-feira,15,7
650,Chelsea,AL,Triangle,7/7/08,00:15,Segunda-feira,7,7
651,Sylacauga,AL,Rectangle,7/6/08,01:45,Domingo,6,7
652,Sheffield,AL,Light,7/5/08,20:00,Sábado,5,7
653,Leighton,AL,Fireball,8/28/08,22:30,Quinta-feira,28,8
654,Anniston,AL,Circle,8/27/08,01:26,Quarta-feira,27,8
655,Petersville,AL,Triangle,8/11/08,02:15,Segunda-feira,11,8
656,Bay Minette,AL,Light,9/26/08,19:30,Sexta-feira,26,9
657,Eldridge,AL,Diamond,9/4/08,06:15,Quinta-feira,4,9
658,Mountain Brook,AL,Oval,10/31/08,16:27,Sexta-feira,31,10
659,Gardendale,AL,Sphere,10/18/08,01:00,Sábado,18,10
660,Auburn,AL,Circle,10/9/08,12:24,Quinta-feira,9,10
661,Wellington,AL,Light,10/1/08,21:00,Quarta-feira,1,10
662,Pell City,AL,Cigar,10/1/08,11:00,Quarta-feira,1,10
663,"Phenix City & Columbus,Ga",AL,Light,11/24/08,19:00,Segunda-feira,24,11
664,Tuscaloosa,AL,Cigar,11/19/08,22:10,Quarta-feira,19,11
665,Prattville,AL,Disk,11/18/08,07:40,Terça-feira,18,11
666,Fairview,AL,Sphere,11/3/08,21:00,Segunda-feira,3,11
667,Citronelle,AL,Sphere,12/21/08,19:30,Domingo,21,12
668,Anniston,AL,Light,12/14/08,02:00,Domingo,14,12
669,Sylvania,AL,Circle,1/25/09,01:00,Domingo,25,1
670,Birmingham,AL,Light,1/15/09,18:15,Quinta-feira,15,1
671,Tuscaloosa,AL,Sphere,2/25/09,20:00,Quarta-feira,25,2
672,Dothan,AL,Triangle,2/16/09,18:50,Segunda-feira,16,2
673,Rehobeth,AL,Triangle,2/12/09,23:30,Quinta-feira,12,2
674,North Mobile County,AL,Cigar,2/4/09,07:00,Quarta-feira,4,2
675,Montevallo,AL,Triangle,3/24/09,20:26,Terça-feira,24,3
676,Andalusia,AL,Disk,3/20/09,03:30,Sexta-feira,20,3
677,Jasper,AL,Cigar,5/17/09,11:00,Domingo,17,5
678,Semmes,AL,Light,7/25/09,21:40,Sábado,25,7
679,Auburn,AL,Light,7/20/09,09:30,Segunda-feira,20,7
680,Bear Creek,AL,Circle,7/10/09,23:00,Sexta-feira,10,7
681,Satsuma,AL,Cigar,7/7/09,15:28,Terça-feira,7,7
682,Tuscaloosa,AL,Light,8/31/09,05:00,Segunda-feira,31,8
683,Spanish Fort,AL,Light,8/23/09,01:00,Domingo,23,8
684,Phenix city,AL,Triangle,8/11/09,22:00,Terça-feira,11,8
685,McCalla,AL,Changing,8/4/09,23:00,Terça-feira,4,8
686,Huntsville,AL,Light,9/30/09,01:14,Quarta-feira,30,9
687,Dothan,AL,Diamond,9/16/09,21:54,Quarta-feira,16,9
688,Warrior,AL,Sphere,9/14/09,19:40,Segunda-feira,14,9
689,Franklin County,AL,Chevron,9/9/09,08:17,Quarta-feira,9,9
690,Danville,AL,Rectangle,10/20/09,13:00,Terça-feira,20,10
691,Dothan,AL,Flash,10/15/09,23:00,Quinta-feira,15,10
692,Deatsville,AL,Light,11/12/09,05:08,Quinta-feira,12,11
693,Birmingham,AL,Triangle,11/10/09,01:00,Terça-feira,10,11
694,Smiths Station,AL,Diamond,12/7/09,23:00,Segunda-feira,7,12
695,Madison,AL,Triangle,1/2/10,21:10,Sábado,2,1
696,McKenzie,AL,Triangle,3/12/10,20:30,Sexta-feira,12,3
697,Anniston,AL,Oval,6/20/10,16:40,Domingo,20,6
698,Saraland,AL,Light,6/15/10,21:30,Terça-feira,15,6
699,Troy to Montgomery,AL,Circle,7/25/10,20:40,Domingo,25,7
700,Florence,AL,Light,7/24/10,22:00,Sábado,24,7
701,Brantley,AL,Triangle,7/21/10,10:46,Quarta-feira,21,7
702,Killen,AL,Cylinder,7/14/10,01:00,Quarta-feira,14,7
703,Frankfort,AL,Chevron,7/11/10,13:00,Domingo,11,7
704,Gadsden,AL,Light,7/10/10,22:45,Sábado,10,7
705,Cullman,AL,Sphere,10/16/10,15:00,Sábado,16,10
706,Foley,AL,Cylinder,10/14/10,18:30,Quinta-feira,14,10
707,Daphne,AL,Chevron,10/12/10,19:13,Terça-feira,12,10
708,Birmingham,AL,Triangle,10/4/10,00:30,Segunda-feira,4,10
709,Oxford,AL,Circle,11/18/10,23:00,Quinta-feira,18,11
710,Gadsden,AL,Sphere,11/17/10,04:30,Quarta-feira,17,11
711,Alabaster,AL,Circle,12/27/10,17:00,Segunda-feira,27,12
712,Eufaula,AL,Light,12/13/10,23:45,Segunda-feira,13,12
713,Huntsvile,AL,Formation,12/5/10,21:00,Domingo,5,12
714,Mobile,AL,Flash,1/12/11,23:00,Quarta-feira,12,1
715,Boilgee,AL,Light,2/11/11,18:40,Sexta-feira,11,2
716,Fort Payne,AL,Oval,4/13/11,22:30,Quarta-feira,13,4
717,Mobile,AL,Triangle,5/20/11,22:34,Sexta-feira,20,5
718,Anniston,AL,Fireball,5/17/11,22:30,Terça-feira,17,5
719,Huntsville,AL,Triangle,5/6/11,22:10,Sexta-feira,6,5
720,Perdue Hill,AL,Oval,6/15/11,23:00,Quarta-feira,15,6
721,Muscle Shoals,AL,Sphere,7/17/11,21:50,Domingo,17,7
722,Doha (Qatar),AL,Sphere,7/6/11,18:45,Quarta-feira,6,7
723,Huntsville,AL,Circle,7/4/11,22:00,Segunda-feira,4,7
724,Madison,AL,Light,7/4/11,21:30,Segunda-feira,4,7
725,Maylene,AL,Fireball,7/2/11,21:32,Sábado,2,7
726,Baldwin County,AL,Light,7/2/11,03:00,Sábado,2,7
727,Athens (Hwy 72 W),AL,Light,8/23/11,05:00,Terça-feira,23,8
728,Albertville,AL,Circle,8/16/11,05:50,Terça-feira,16,8
729,Arley,AL,Fireball,9/21/11,07:00,Quarta-feira,21,9
730,Chelsea,AL,Oval,9/17/11,21:30,Sábado,17,9
731,Double Springs,AL,Sphere,9/9/11,10:20,Sexta-feira,9,9
732,Arley,AL,Sphere,9/9/11,08:30,Sexta-feira,9,9
733,Jacksonville,AL,Light,9/1/11,21:00,Quinta-feira,1,9
734,Tuscaloosa,AL,Circle,10/27/11,17:00,Quinta-feira,27,10
735,Hamilton,AL,Light,10/26/11,20:15,Quarta-feira,26,10
736,Hamilton,AL,Diamond,10/26/11,20:10,Quarta-feira,26,10
737,Ardmore,AL,Light,10/21/11,19:30,Sexta-feira,21,10
738,Pelham (Valleydale exit getting onto I-65 N),AL,Circle,10/21/11,19:00,Sexta-feira,21,10
739,Orange Beach,AL,Circle,10/20/11,21:15,Quinta-feira,20,10
740,Toney,AL,Circle,10/15/11,19:00,Sábado,15,10
741,Eufaula,AL,Light,10/14/11,20:35,Sexta-feira,14,10
742,Gurley,AL,Diamond,10/13/11,20:38,Quinta-feira,13,10
743,Irvington,AL,Circle,11/16/11,20:00,Quarta-feira,16,11
744,Irvington,AL,Circle,11/16/11,08:00,Quarta-feira,16,11
745,Dothan,AL,Light,11/6/11,06:30,Domingo,6,11
746,Birmingham,AL,Circle,12/31/11,21:00,Sábado,31,12
747,Valley Grande,AL,Triangle,1/18/12,18:00,Quarta-feira,18,1
748,Mobile,AL,Light,1/11/12,18:35,Quarta-feira,11,1
749,Eufaula,AL,Light,1/3/12,00:19,Terça-feira,3,1
750,Shelby,AL,Rectangle,2/12/12,05:00,Domingo,12,2
751,Madison,AL,Light,2/9/12,20:00,Quinta-feira,9,2
752,Adamsville,AL,Sphere,2/7/12,20:55,Terça-feira,7,2
753,Phenix City,AL,Rectangle,3/26/12,10:40,Segunda-feira,26,3
754,Oneonta,AL,Circle,3/25/12,16:00,Domingo,25,3
755,Huntsville,AL,Sphere,3/21/12,20:45,Quarta-feira,21,3
756,Grand Bay,AL,Circle,4/18/12,09:00,Quarta-feira,18,4
757,Spanish Fort,AL,Diamond,4/10/12,20:10,Terça-feira,10,4
758,Spanish Fort,AL,Diamond,4/10/12,20:00,Terça-feira,10,4
759,Citronelle,AL,Triangle,4/7/12,23:00,Sábado,7,4
760,Theodore,AL,Light,5/28/12,08:15,Segunda-feira,28,5
761,Florence,AL,Light,5/22/12,22:30,Terça-feira,22,5
762,Montgomery,AL,Flash,5/19/12,16:40,Sábado,19,5
763,Bay Minette,AL,Circle,5/12/12,22:00,Sábado,12,5
764,Centre,AL,Cylinder,5/4/12,15:00,Sexta-feira,4,5
765,Oxford,AL,Fireball,5/3/12,21:00,Quinta-feira,3,5
766,Trussville,AL,Oval,6/26/12,21:39,Terça-feira,26,6
